tbl,Year,quarter,citymarketid_1,citymarketid_2,city1,city2,airportid_1,airportid_2,airport_1,airport_2,nsmiles,passengers,fare,carrier_lg,large_ms,fare_lg,carrier_low,lf_ms,fare_low,Geocoded_City1,Geocoded_City2,tbl1apk
Table 1a,2017,2,31703,33195,"New York City, NY (Metropolitan Area)","Tampa, FL (Metropolitan Area)",12953,15304,LGA,TPA,1055,1017,191.18,DL,0.7422,198.42,WN,0.1347,152.22,"New York City, NY (Metropolitan Area)
(40.123164, -75.333718)","Tampa, FL (Metropolitan Area)
(37.8606, -78.804199)",201721295315304LGATPA
Table 1a,2017,2,31703,34653,"New York City, NY (Metropolitan Area)","Tulsa, OK",12953,15370,LGA,TUL,1271,106,296.71,AA,0.4912,303.24,WN,0.2819,255.14,"New York City, NY (Metropolitan Area)
(40.123164, -75.333718)","Tulsa, OK
(61.096484, -160.967455)",201721295315370LGATUL
Table 1a,2017,2,31703,30436,"New York City, NY (Metropolitan Area)","Tucson, AZ",12953,15376,LGA,TUS,2173,79,291.66,AA,0.5062,308.39,WN,0.1715,257.71,"New York City, NY (Metropolitan Area)
(40.123164, -75.333718)","Tucson, AZ
(35.167852, -103.726151)",201721295315376LGATUS
Table 1a,2017,2,32575,30693,"Los Angeles, CA (Metropolitan Area)","Nashville, TN",12954,10693,LGB,BNA,1797,5,251.5,WN,0.8125,234.98,WN,0.8125,234.98,"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)","Nashville, TN
(36.166687, -86.779932)",201721295410693LGBBNA
Table 1a,2017,2,32575,30852,"Los Angeles, CA (Metropolitan Area)","Washington, DC (Metropolitan Area)",12954,10821,LGB,BWI,2329,15,287.53,WN,0.446,196.21,WN,0.446,196.21,"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)",201721295410821LGBBWI
Table 1a,2017,2,32575,30852,"Los Angeles, CA (Metropolitan Area)","Washington, DC (Metropolitan Area)",12954,11278,LGB,DCA,2329,8,368.9,B6,0.4789,332.35,B6,0.4789,332.35,"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)",201721295411278LGBDCA
Table 1a,2017,2,32575,31703,"Los Angeles, CA (Metropolitan Area)","New York City, NY (Metropolitan Area)",12954,11618,LGB,EWR,2510,11,274.5,B6,0.4388,237.12,WN,0.1429,226.49,"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)",201721295411618LGBEWR
Table 1a,2017,2,32575,32467,"Los Angeles, CA (Metropolitan Area)","Miami, FL (Metropolitan Area)",12954,11697,LGB,FLL,2343,106,194.15,B6,0.9793,192.32,B6,0.9793,192.32,"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)","Miami, FL (Metropolitan Area)
(44.977479, -93.264346)",201721295411697LGBFLL
Table 1a,2017,2,32575,31884,"Los Angeles, CA (Metropolitan Area)","Spokane, WA",12954,11884,LGB,GEG,962,14,186.06,WN,0.7717,171.64,WN,0.7717,171.64,"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)","Spokane, WA
(47.658999, -117.425022)",201721295411884LGBGEG
Table 1a,2017,2,32575,31703,"Los Angeles, CA (Metropolitan Area)","New York City, NY (Metropolitan Area)",12954,12197,LGB,HPN,2510,0,705,B6,1,705,B6,1,705,"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)",201721295412197LGBHPN
Table 1a,2017,2,32575,30852,"Los Angeles, CA (Metropolitan Area)","Washington, DC (Metropolitan Area)",12954,12264,LGB,IAD,2329,7,341.33,B6,0.8615,342.9,WN,0.0462,272.67,"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)",201721295412264LGBIAD
Table 1a,2017,2,32575,30928,"Los Angeles, CA (Metropolitan Area)","Wichita, KS",12954,12278,LGB,ICT,1203,1,359.38,AA,0.375,445.67,WN,0.25,258.5,"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)","Wichita, KS
(39.960481, -75.605214)",201721295412278LGBICT
Table 1a,2017,2,32575,31703,"Los Angeles, CA (Metropolitan Area)","New York City, NY (Metropolitan Area)",12954,12478,LGB,JFK,2510,436,270.17,B6,0.9846,268.64,B6,0.9846,268.64,"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)",201721295412478LGBJFK
Table 1a,2017,2,32575,31703,"Los Angeles, CA (Metropolitan Area)","New York City, NY (Metropolitan Area)",12954,12953,LGB,LGA,2510,10,232.43,AA,0.6591,184.29,AA,0.6591,184.29,"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)",201721295412953LGBLGA
Table 1a,2017,2,32575,31454,"Los Angeles, CA (Metropolitan Area)","Orlando, FL",12954,13204,LGB,MCO,2218,23,292.87,B6,0.6571,283.27,WN,0.1238,225.04,"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)","Orlando, FL
(28.538331, -81.378879)",201721295413204LGBMCO
Table 1a,2017,2,32575,33244,"Los Angeles, CA (Metropolitan Area)","Memphis, TN",12954,13244,LGB,MEM,1619,2,351.09,AA,0.9524,354.55,DL,0.0476,281.8,"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)","Memphis, TN
(35.143378, -90.052136)",201721295413244LGBMEM
Table 1a,2017,2,32575,33264,"Los Angeles, CA (Metropolitan Area)","Medford, OR",12954,13264,LGB,MFR,659,1,251.67,DL,1,251.67,DL,1,251.67,"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)","Medford, OR
(42.064492, -87.93678)",201721295413264LGBMFR
Table 1a,2017,2,32575,32467,"Los Angeles, CA (Metropolitan Area)","Miami, FL (Metropolitan Area)",12954,13303,LGB,MIA,2343,3,217.57,AA,0.8571,215.71,AA,0.8571,215.71,"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)","Miami, FL (Metropolitan Area)
(44.977479, -93.264346)",201721295413303LGBMIA
Table 1a,2017,2,32575,33342,"Los Angeles, CA (Metropolitan Area)","Milwaukee, WI",12954,13342,LGB,MKE,1756,6,283.22,AA,0.6207,317.74,WN,0.3621,219.09,"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)","Milwaukee, WI
(43.041072, -87.909421)",201721295413342LGBMKE
Table 1a,2017,2,32575,31650,"Los Angeles, CA (Metropolitan Area)","Minneapolis/St. Paul, MN",12954,13487,LGB,MSP,1535,10,268.14,AA,0.6207,255.41,AA,0.6207,255.41,"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)","Minneapolis/St. Paul, MN
(44.977479, -93.264346)",201721295413487LGBMSP
Table 1a,2017,2,32575,33495,"Los Angeles, CA (Metropolitan Area)","New Orleans, LA",12954,13495,LGB,MSY,1670,5,276.73,WN,0.5909,245.16,WN,0.5909,245.16,"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)","New Orleans, LA
(29.950621, -90.074948)",201721295413495LGBMSY
Table 1a,2017,2,32575,32457,"Los Angeles, CA (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",12954,13796,LGB,OAK,372,1213,104.06,B6,0.5997,101.24,B6,0.5997,101.24,"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)","San Francisco, CA (Metropolitan Area)
(37.78008, -122.420168)",201721295413796LGBOAK
Table 1a,2017,2,32575,33851,"Los Angeles, CA (Metropolitan Area)","Oklahoma City, OK",12954,13851,LGB,OKC,1187,3,300.05,DL,0.5652,352.71,WN,0.4348,231.6,"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)","Oklahoma City, OK
(35.468494, -97.521264)",201721295413851LGBOKC
Table 1a,2017,2,32575,33316,"Los Angeles, CA (Metropolitan Area)","Omaha, NE",12954,13871,LGB,OMA,1330,5,288.09,WN,0.3617,246.09,WN,0.3617,246.09,"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)","Omaha, NE
(46.07035, -93.666319)",201721295413871LGBOMA
Table 1a,2017,2,32575,33667,"Los Angeles, CA (Metropolitan Area)","Norfolk, VA (Metropolitan Area)",12954,13931,LGB,ORF,2371,1,455.3,AA,0.9,442.44,AA,0.9,442.44,"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)","Norfolk, VA (Metropolitan Area)
(36.846164, -76.285913)",201721295413931LGBORF
Table 1a,2017,2,32575,34057,"Los Angeles, CA (Metropolitan Area)","Portland, OR",12954,14057,LGB,PDX,859,506,120.33,B6,0.9505,119.93,B6,0.9505,119.93,"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)","Portland, OR
(45.516018, -122.681425)",201721295414057LGBPDX
Table 1a,2017,2,32575,34100,"Los Angeles, CA (Metropolitan Area)","Philadelphia, PA",12954,14100,LGB,PHL,2402,19,318.85,AA,0.6982,342.64,B6,0.1479,291.92,"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)","Philadelphia, PA
(39.951061, -75.16562)",201721295414100LGBPHL
Table 1a,2017,2,32575,30466,"Los Angeles, CA (Metropolitan Area)","Phoenix, AZ",12954,14107,LGB,PHX,370,155,150.74,AA,0.9694,151.02,WN,0.0149,136.69,"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)","Phoenix, AZ
(30.406931, -87.217578)",201721295414107LGBPHX
Table 1a,2017,2,32575,30198,"Los Angeles, CA (Metropolitan Area)","Pittsburgh, PA",12954,14122,LGB,PIT,2136,6,314.61,AA,0.6842,376.17,WN,0.2807,174.61,"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)","Pittsburgh, PA
(40.442169, -79.994945)",201721295414122LGBPIT
Table 1a,2017,2,32575,34492,"Los Angeles, CA (Metropolitan Area)","Raleigh/Durham, NC",12954,14492,LGB,RDU,2239,5,353.37,DL,0.5217,404.92,WN,0.1087,220,"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)","Raleigh/Durham, NC
(42.673348, -72.179683)",201721295414492LGBRDU
Table 1a,2017,2,32575,34524,"Los Angeles, CA (Metropolitan Area)","Richmond, VA",12954,14524,LGB,RIC,2305,4,321.94,B6,0.7059,288,B6,0.7059,288,"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)","Richmond, VA
(37.540759, -77.433932)",201721295414524LGBRIC
Table 1a,2017,2,32575,34570,"Los Angeles, CA (Metropolitan Area)","Reno, NV",12954,14570,LGB,RNO,415,213,95.98,B6,0.9552,94.61,B6,0.9552,94.61,"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)","Reno, NV
(30.177159, -95.162771)",201721295414570LGBRNO
Table 1a,2017,2,32575,33214,"Los Angeles, CA (Metropolitan Area)","San Antonio, TX",12954,14683,LGB,SAT,1211,5,324.97,AA,0.5435,366.1,WN,0.3913,262.39,"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)","San Antonio, TX
(29.425173, -98.494599)",201721295414683LGBSAT
Table 1a,2017,2,32575,33044,"Los Angeles, CA (Metropolitan Area)","Louisville, KY",12954,14730,LGB,SDF,1843,1,416.45,DL,0.4615,565.5,WN,0.4615,269.37,"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)","Louisville, KY
(38.256078, -85.751569)",201721295414730LGBSDF
Table 1a,2017,2,32575,30559,"Los Angeles, CA (Metropolitan Area)","Seattle, WA",12954,14747,LGB,SEA,978,510,134.8,B6,0.9364,135.11,WN,0.0498,121.11,"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)","Seattle, WA
(47.603229, -122.33028)",201721295414747LGBSEA
Table 1a,2017,2,32575,32457,"Los Angeles, CA (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",12954,14771,LGB,SFO,372,786,97.49,B6,0.9986,97.47,B6,0.9986,97.47,"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)","San Francisco, CA (Metropolitan Area)
(37.78008, -122.420168)",201721295414771LGBSFO
Table 1a,2017,2,32575,32457,"Los Angeles, CA (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",12954,14831,LGB,SJC,372,649,94.36,B6,0.9995,94.36,B6,0.9995,94.36,"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)","San Francisco, CA (Metropolitan Area)
(37.78008, -122.420168)",201721295414831LGBSJC
Table 1a,2017,2,32575,34614,"Los Angeles, CA (Metropolitan Area)","Salt Lake City, UT",12954,14869,LGB,SLC,590,1195,109.41,B6,0.6861,105.19,B6,0.6861,105.19,"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)","Salt Lake City, UT
(40.758478, -111.888142)",201721295414869LGBSLC
Table 1a,2017,2,32575,33192,"Los Angeles, CA (Metropolitan Area)","Sacramento, CA",12954,14893,LGB,SMF,404,499,117.56,B6,0.9947,117.3,B6,0.9947,117.3,"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)","Sacramento, CA
(38.582087, -121.50012)",201721295414893LGBSMF
Table 1a,2017,2,32575,31123,"Los Angeles, CA (Metropolitan Area)","St. Louis, MO",12954,15016,LGB,STL,1592,9,269.8,WN,0.506,222.17,WN,0.506,222.17,"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)","St. Louis, MO
(38.630276, -90.200309)",201721295415016LGBSTL
Table 1a,2017,2,32575,33195,"Los Angeles, CA (Metropolitan Area)","Tampa, FL (Metropolitan Area)",12954,15304,LGB,TPA,2158,9,317.56,AA,0.6026,331.23,WN,0.2308,284.39,"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)","Tampa, FL (Metropolitan Area)
(37.8606, -78.804199)",201721295415304LGBTPA
Table 1a,2017,2,32575,34653,"Los Angeles, CA (Metropolitan Area)","Tulsa, OK",12954,15370,LGB,TUL,1283,2,300.07,WN,0.4211,215.44,WN,0.4211,215.44,"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)","Tulsa, OK
(61.096484, -160.967455)",201721295415370LGBTUL
Table 1a,2017,2,32575,30436,"Los Angeles, CA (Metropolitan Area)","Tucson, AZ",12954,15376,LGB,TUS,453,6,211.2,AA,0.9655,214.51,WN,0.0172,127,"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)","Tucson, AZ
(35.167852, -103.726151)",201721295415376LGBTUS
Table 1a,2017,2,32600,32575,"Little Rock, AR","Los Angeles, CA (Metropolitan Area)",12992,10800,LIT,BUR,1494,15,281.17,WN,0.8722,266.6,WN,0.8722,266.6,"Little Rock, AR
(34.748745, -92.275105)","Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)",201721299210800LITBUR
Table 1a,2017,2,32600,30852,"Little Rock, AR","Washington, DC (Metropolitan Area)",12992,10821,LIT,BWI,912,74,267.55,WN,0.4169,249.37,WN,0.4169,249.37,"Little Rock, AR
(34.748745, -92.275105)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)",201721299210821LITBWI
Table 1a,2017,2,32600,30852,"Little Rock, AR","Washington, DC (Metropolitan Area)",12992,11278,LIT,DCA,912,146,290.44,DL,0.459,306.73,WN,0.2378,240.75,"Little Rock, AR
(34.748745, -92.275105)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)",201721299211278LITDCA
Table 1a,2017,2,32600,31703,"Little Rock, AR","New York City, NY (Metropolitan Area)",12992,11618,LIT,EWR,1125,65,299.01,DL,0.4324,314.83,WN,0.2314,213.94,"Little Rock, AR
(34.748745, -92.275105)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)",201721299211618LITEWR
Table 1a,2017,2,32600,31703,"Little Rock, AR","New York City, NY (Metropolitan Area)",12992,12197,LIT,HPN,1125,6,370.19,DL,0.8182,374.02,AA,0.1455,324.02,"Little Rock, AR
(34.748745, -92.275105)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)",201721299212197LITHPN
Table 1a,2017,2,32600,30852,"Little Rock, AR","Washington, DC (Metropolitan Area)",12992,12264,LIT,IAD,912,31,309.45,DL,0.5548,295.29,UA,0.1237,249.33,"Little Rock, AR
(34.748745, -92.275105)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)",201721299212264LITIAD
Table 1a,2017,2,32600,31703,"Little Rock, AR","New York City, NY (Metropolitan Area)",12992,12391,LIT,ISP,1125,0,625,AA,1,625,AA,1,625,"Little Rock, AR
(34.748745, -92.275105)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)",201721299212391LITISP
Table 1a,2017,2,32600,31703,"Little Rock, AR","New York City, NY (Metropolitan Area)",12992,12478,LIT,JFK,1125,19,289.16,DL,0.4971,283.2,DL,0.4971,283.2,"Little Rock, AR
(34.748745, -92.275105)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)",201721299212478LITJFK
Table 1a,2017,2,32600,32575,"Little Rock, AR","Los Angeles, CA (Metropolitan Area)",12992,12892,LIT,LAX,1494,155,249.86,WN,0.3177,239.89,G4,0.2071,110.91,"Little Rock, AR
(34.748745, -92.275105)","Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)",201721299212892LITLAX
Table 1a,2017,2,32600,31703,"Little Rock, AR","New York City, NY (Metropolitan Area)",12992,12953,LIT,LGA,1125,115,280.09,DL,0.3998,297.89,WN,0.1735,227.44,"Little Rock, AR
(34.748745, -92.275105)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)",201721299212953LITLGA
Table 1a,2017,2,32600,32575,"Little Rock, AR","Los Angeles, CA (Metropolitan Area)",12992,12954,LIT,LGB,1494,1,324.2,AA,0.9,351.89,DL,0.1,75,"Little Rock, AR
(34.748745, -92.275105)","Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)",201721299212954LITLGB
Table 1a,2017,2,32600,32575,"Little Rock, AR","Los Angeles, CA (Metropolitan Area)",12992,13891,LIT,ONT,1494,31,280.46,WN,0.5426,232.29,WN,0.5426,232.29,"Little Rock, AR
(34.748745, -92.275105)","Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)",201721299213891LITONT
Table 1a,2017,2,32600,32575,"Little Rock, AR","Los Angeles, CA (Metropolitan Area)",12992,14908,LIT,SNA,1494,38,306.95,WN,0.5217,247.34,WN,0.5217,247.34,"Little Rock, AR
(34.748745, -92.275105)","Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)",201721299214908LITSNA
Table 1a,2017,2,32600,31703,"Little Rock, AR","New York City, NY (Metropolitan Area)",12992,15070,LIT,SWF,1125,0,310.25,DL,0.75,337,AA,0.25,230,"Little Rock, AR
(34.748745, -92.275105)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)",201721299215070LITSWF
Table 1a,2017,2,33198,32575,"Kansas City, MO","Los Angeles, CA (Metropolitan Area)",13198,10800,MCI,BUR,1363,35,256.59,WN,0.8266,241.32,WN,0.8266,241.32,"Kansas City, MO
(39.099792, -94.578559)","Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)",201721319810800MCIBUR
Table 1a,2017,2,33198,30852,"Kansas City, MO","Washington, DC (Metropolitan Area)",13198,10821,MCI,BWI,967,414,239.54,WN,0.882,237.63,WN,0.882,237.63,"Kansas City, MO
(39.099792, -94.578559)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)",201721319810821MCIBWI
Table 1a,2017,2,33198,30852,"Kansas City, MO","Washington, DC (Metropolitan Area)",13198,11278,MCI,DCA,967,698,236.38,WN,0.5374,223.84,WN,0.5374,223.84,"Kansas City, MO
(39.099792, -94.578559)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)",201721319811278MCIDCA
Table 1a,2017,2,33198,31703,"Kansas City, MO","New York City, NY (Metropolitan Area)",13198,11618,MCI,EWR,1148,321,270.81,UA,0.6462,286.61,WN,0.2293,225.32,"Kansas City, MO
(39.099792, -94.578559)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)",201721319811618MCIEWR
Table 1a,2017,2,33198,32467,"Kansas City, MO","Miami, FL (Metropolitan Area)",13198,11697,MCI,FLL,1251,364,210.8,WN,0.7025,217.29,NK,0.1002,101.42,"Kansas City, MO
(39.099792, -94.578559)","Miami, FL (Metropolitan Area)
(44.977479, -93.264346)",201721319811697MCIFLL
Table 1a,2017,2,33198,31703,"Kansas City, MO","New York City, NY (Metropolitan Area)",13198,12197,MCI,HPN,1148,12,289.02,DL,0.4727,314.58,UA,0.2364,187.88,"Kansas City, MO
(39.099792, -94.578559)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)",201721319812197MCIHPN
Table 1a,2017,2,33198,30852,"Kansas City, MO","Washington, DC (Metropolitan Area)",13198,12264,MCI,IAD,967,155,253.05,UA,0.8271,253.03,WN,0.039,212.69,"Kansas City, MO
(39.099792, -94.578559)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)",201721319812264MCIIAD
Table 1a,2017,2,33198,31703,"Kansas City, MO","New York City, NY (Metropolitan Area)",13198,12391,MCI,ISP,1148,13,282.03,WN,0.9091,275.81,WN,0.9091,275.81,"Kansas City, MO
(39.099792, -94.578559)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)",201721319812391MCIISP
Table 1a,2017,2,33198,31703,"Kansas City, MO","New York City, NY (Metropolitan Area)",13198,12478,MCI,JFK,1148,23,278.32,DL,0.566,287.73,AA,0.3538,271.55,"Kansas City, MO
(39.099792, -94.578559)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)",201721319812478MCIJFK
Table 1a,2017,2,33198,32575,"Kansas City, MO","Los Angeles, CA (Metropolitan Area)",13198,12892,MCI,LAX,1363,1149,173.21,WN,0.4962,178.71,NK,0.1418,89.53,"Kansas City, MO
(39.099792, -94.578559)","Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)",201721319812892MCILAX
Table 1a,2017,2,33198,31703,"Kansas City, MO","New York City, NY (Metropolitan Area)",13198,12953,MCI,LGA,1148,880,222,DL,0.4856,241.59,AA,0.2091,200.35,"Kansas City, MO
(39.099792, -94.578559)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)",201721319812953MCILGA
Table 1a,2017,2,33198,32575,"Kansas City, MO","Los Angeles, CA (Metropolitan Area)",13198,12954,MCI,LGB,1363,7,245.9,WN,0.4769,215.18,WN,0.4769,215.18,"Kansas City, MO
(39.099792, -94.578559)","Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)",201721319812954MCILGB
Table 1a,2017,2,33198,32467,"Kansas City, MO","Miami, FL (Metropolitan Area)",13198,13303,MCI,MIA,1251,138,258.24,AA,0.7198,259.92,DL,0.2056,257.78,"Kansas City, MO
(39.099792, -94.578559)","Miami, FL (Metropolitan Area)
(44.977479, -93.264346)",201721319813303MCIMIA
Table 1a,2017,2,33198,32457,"Kansas City, MO","San Francisco, CA (Metropolitan Area)",13198,13796,MCI,OAK,1499,290,253.76,WN,0.9068,257.05,NK,0.0345,146.08,"Kansas City, MO
(39.099792, -94.578559)","San Francisco, CA (Metropolitan Area)
(37.78008, -122.420168)",201721319813796MCIOAK
Table 1a,2017,2,33198,32575,"Kansas City, MO","Los Angeles, CA (Metropolitan Area)",13198,13891,MCI,ONT,1363,101,265.93,WN,0.6536,250.38,WN,0.6536,250.38,"Kansas City, MO
(39.099792, -94.578559)","Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)",201721319813891MCIONT
Table 1a,2017,2,33198,30466,"Kansas City, MO","Phoenix, AZ",13198,14107,MCI,PHX,1044,726,221.8,WN,0.6731,225.47,AA,0.2868,215.7,"Kansas City, MO
(39.099792, -94.578559)","Phoenix, AZ
(30.406931, -87.217578)",201721319814107MCIPHX
Table 1a,2017,2,33198,33195,"Kansas City, MO","Tampa, FL (Metropolitan Area)",13198,14112,MCI,PIE,1048,72,79.72,G4,1,79.72,G4,1,79.72,"Kansas City, MO
(39.099792, -94.578559)","Tampa, FL (Metropolitan Area)
(37.8606, -78.804199)",201721319814112MCIPIE
Table 1a,2017,2,33198,32457,"Kansas City, MO","San Francisco, CA (Metropolitan Area)",13198,14771,MCI,SFO,1499,313,269.91,UA,0.4998,286.99,WN,0.3047,232.78,"Kansas City, MO
(39.099792, -94.578559)","San Francisco, CA (Metropolitan Area)
(37.78008, -122.420168)",201721319814771MCISFO
Table 1a,2017,2,33198,32457,"Kansas City, MO","San Francisco, CA (Metropolitan Area)",13198,14831,MCI,SJC,1499,121,268.32,WN,0.7068,255.66,WN,0.7068,255.66,"Kansas City, MO
(39.099792, -94.578559)","San Francisco, CA (Metropolitan Area)
(37.78008, -122.420168)",201721319814831MCISJC
Table 1a,2017,2,33198,32575,"Kansas City, MO","Los Angeles, CA (Metropolitan Area)",13198,14908,MCI,SNA,1363,156,256.27,WN,0.4926,262.63,UA,0.1381,241.36,"Kansas City, MO
(39.099792, -94.578559)","Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)",201721319814908MCISNA
Table 1a,2017,2,33198,31703,"Kansas City, MO","New York City, NY (Metropolitan Area)",13198,15070,MCI,SWF,1148,5,278.37,DL,0.5116,258.55,DL,0.5116,258.55,"Kansas City, MO
(39.099792, -94.578559)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)",201721319815070MCISWF
Table 1a,2017,2,33198,33195,"Kansas City, MO","Tampa, FL (Metropolitan Area)",13198,15304,MCI,TPA,1048,412,207.61,WN,0.7962,197.8,WN,0.7962,197.8,"Kansas City, MO
(39.099792, -94.578559)","Tampa, FL (Metropolitan Area)
(37.8606, -78.804199)",201721319815304MCITPA
Table 1a,2017,2,31454,30852,"Orlando, FL","Washington, DC (Metropolitan Area)",13204,10821,MCO,BWI,787,2528,140.57,WN,0.7901,144.45,NK,0.061,92.45,"Orlando, FL
(28.538331, -81.378879)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)",201721320410821MCOBWI
Table 1a,2017,2,31454,30852,"Orlando, FL","Washington, DC (Metropolitan Area)",13204,11278,MCO,DCA,787,2036,145.26,AA,0.4555,147.13,WN,0.2135,132.43,"Orlando, FL
(28.538331, -81.378879)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)",201721320411278MCODCA
Table 1a,2017,2,31454,30852,"Orlando, FL","Washington, DC (Metropolitan Area)",13204,12264,MCO,IAD,787,1056,147.15,UA,0.5964,171.79,F9,0.1569,92.24,"Orlando, FL
(28.538331, -81.378879)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)",201721320412264MCOIAD
Table 1a,2017,2,31454,32457,"Orlando, FL","San Francisco, CA (Metropolitan Area)",13204,13796,MCO,OAK,2446,122,278.76,WN,0.7657,269.81,WN,0.7657,269.81,"Orlando, FL
(28.538331, -81.378879)","San Francisco, CA (Metropolitan Area)
(37.78008, -122.420168)",201721320413796MCOOAK
Table 1a,2017,2,31454,30466,"Orlando, FL","Phoenix, AZ",13204,14107,MCO,PHX,1849,787,278.78,AA,0.4814,294.2,WN,0.3204,290.28,"Orlando, FL
(28.538331, -81.378879)","Phoenix, AZ
(30.406931, -87.217578)",201721320414107MCOPHX
Table 1a,2017,2,31454,32457,"Orlando, FL","San Francisco, CA (Metropolitan Area)",13204,14771,MCO,SFO,2446,1381,257.86,UA,0.4904,304.83,F9,0.2123,141.96,"Orlando, FL
(28.538331, -81.378879)","San Francisco, CA (Metropolitan Area)
(37.78008, -122.420168)",201721320414771MCOSFO
Table 1a,2017,2,31454,32457,"Orlando, FL","San Francisco, CA (Metropolitan Area)",13204,14831,MCO,SJC,2446,197,287.25,AA,0.3865,276.51,UA,0.1227,265.18,"Orlando, FL
(28.538331, -81.378879)","San Francisco, CA (Metropolitan Area)
(37.78008, -122.420168)",201721320414831MCOSJC
